source_order,source_bq,source_artno,link_code,model_number,buyer_intent,keyword_cluster,title,primary_color,hero_angle,hero_source_anchor,main_image_roles,detail_focus,source_main_count,source_detail_count,source_color_count,facts_source,asset_folder,image_status,cdn_status,excel_status
22,BQ022,A2208,BQ022-O1,BQ022-O1 / A2208,OEM ODM and private-label development,OEM shoes; private label footwear; custom logo shoe factory,OEM ODM Private Label Breathable Knit Casual Walking Shoes Model A2208 Factory Supply for Brand Buyers,real photographed color 3,"clean studio background, distinct low three-quarter angle, one complete pair",E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ022_A2208\01_主图\03_fit.jpg,hero | differentiator | construction | use scene | color | order support,"verified product construction, sample discussion, logo/color/packing development scope",6,6,3,E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ022_A2208\00_上架填写表.md,E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ022_A2208,NEEDS_6_UNIQUE_MAIN_AND_4_UNIQUE_DETAIL,PENDING_ALIBABA_IMAGE_BANK,PENDING_IMAGE_URLS
23,BQ023,A505,BQ023-W1,BQ023-W1 / A505,Importer and wholesaler core sourcing,wholesale walking shoes; factory shoe supplier; bulk casual footwear,Wholesale Breathable Knit Casual Walking Shoes Model A505 for Importers and Wholesalers,real photographed color 1,"clean white background, three-quarter front view, one complete pair",E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ023_A505\01_主图\01_main.jpg,hero | differentiator | construction | use scene | color | order support,"product overview, verified construction, size/color range, wholesale ordering",6,6,3,E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ023_A505\00_上架填写表.md,E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ023_A505,NEEDS_6_UNIQUE_MAIN_AND_4_UNIQUE_DETAIL,PENDING_ALIBABA_IMAGE_BANK,PENDING_IMAGE_URLS
23,BQ023,A505,BQ023-R1,BQ023-R1 / A505,Casual Walking Collection,daily walking shoes; casual shoe collection; footwear for online sellers,Factory Direct Breathable Knit Casual Walking Shoes Model A505 Casual Walking Collection for Online Sellers,real photographed color 2,"light neutral background, distinct side-profile composition, one complete pair",E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ023_A505\01_主图\02_upper.jpg,hero | differentiator | construction | use scene | color | order support,"importers, wholesalers and online sellers, use scenario, visible comfort structure, color collection",6,6,3,E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ023_A505\00_上架填写表.md,E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ023_A505,NEEDS_6_UNIQUE_MAIN_AND_4_UNIQUE_DETAIL,PENDING_ALIBABA_IMAGE_BANK,PENDING_IMAGE_URLS
23,BQ023,A505,BQ023-O1,BQ023-O1 / A505,OEM ODM and private-label development,OEM shoes; private label footwear; custom logo shoe factory,OEM ODM Private Label Breathable Knit Casual Walking Shoes Model A505 Factory Supply for Brand Buyers,real photographed color 3,"clean studio background, distinct low three-quarter angle, one complete pair",E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ023_A505\01_主图\03_fit.jpg,hero | differentiator | construction | use scene | color | order support,"verified product construction, sample discussion, logo/color/packing development scope",6,6,3,E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ023_A505\00_上架填写表.md,E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ023_A505,NEEDS_6_UNIQUE_MAIN_AND_4_UNIQUE_DETAIL,PENDING_ALIBABA_IMAGE_BANK,PENDING_IMAGE_URLS
24,BQ024,A830,BQ024-W1,BQ024-W1 / A830,Importer and wholesaler core sourcing,wholesale walking shoes; factory shoe supplier; bulk casual footwear,Wholesale Breathable Knit Casual Walking Shoes Model A830 for Importers and Wholesalers,real photographed color 1,"clean white background, three-quarter front view, one complete pair",E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ024_A830\01_主图\01_main.jpg,hero | differentiator | construction | use scene | color | order support,"product overview, verified construction, size/color range, wholesale ordering",6,6,4,E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ024_A830\00_上架填写表.md,E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ024_A830,NEEDS_6_UNIQUE_MAIN_AND_4_UNIQUE_DETAIL,PENDING_ALIBABA_IMAGE_BANK,PENDING_IMAGE_URLS
24,BQ024,A830,BQ024-R1,BQ024-R1 / A830,Casual Walking Collection,daily walking shoes; casual shoe collection; footwear for online sellers,Factory Direct Breathable Knit Casual Walking Shoes Model A830 Casual Walking Collection for Online Sellers,real photographed color 2,"light neutral background, distinct side-profile composition, one complete pair",E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ024_A830\01_主图\02_upper.jpg,hero | differentiator | construction | use scene | color | order support,"importers, wholesalers and online sellers, use scenario, visible comfort structure, color collection",6,6,4,E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ024_A830\00_上架填写表.md,E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ024_A830,NEEDS_6_UNIQUE_MAIN_AND_4_UNIQUE_DETAIL,PENDING_ALIBABA_IMAGE_BANK,PENDING_IMAGE_URLS
24,BQ024,A830,BQ024-O1,BQ024-O1 / A830,OEM ODM and private-label development,OEM shoes; private label footwear; custom logo shoe factory,OEM ODM Private Label Breathable Knit Casual Walking Shoes Model A830 Factory Supply for Brand Buyers,real photographed color 3,"clean studio background, distinct low three-quarter angle, one complete pair",E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ024_A830\01_主图\03_fit.jpg,hero | differentiator | construction | use scene | color | order support,"verified product construction, sample discussion, logo/color/packing development scope",6,6,4,E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ024_A830\00_上架填写表.md,E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ024_A830,NEEDS_6_UNIQUE_MAIN_AND_4_UNIQUE_DETAIL,PENDING_ALIBABA_IMAGE_BANK,PENDING_IMAGE_URLS
25,BQ025,A1689,BQ025-W1,BQ025-W1 / A1689,Importer and wholesaler core sourcing,wholesale walking shoes; factory shoe supplier; bulk casual footwear,Wholesale Breathable Knit Casual Walking Shoes Model A1689 for Importers and Wholesalers,real photographed color 1,"clean white background, three-quarter front view, one complete pair",E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ025_A1689\01_主图\01_main.jpg,hero | differentiator | construction | use scene | color | order support,"product overview, verified construction, size/color range, wholesale ordering",6,6,3,E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ025_A1689\00_上架填写表.md,E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ025_A1689,NEEDS_6_UNIQUE_MAIN_AND_4_UNIQUE_DETAIL,PENDING_ALIBABA_IMAGE_BANK,PENDING_IMAGE_URLS
25,BQ025,A1689,BQ025-R1,BQ025-R1 / A1689,Casual Walking Collection,daily walking shoes; casual shoe collection; footwear for online sellers,Factory Direct Breathable Knit Casual Walking Shoes Model A1689 Casual Walking Collection for Online Sellers,real photographed color 2,"light neutral background, distinct side-profile composition, one complete pair",E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ025_A1689\01_主图\02_upper.jpg,hero | differentiator | construction | use scene | color | order support,"importers, wholesalers and online sellers, use scenario, visible comfort structure, color collection",6,6,3,E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ025_A1689\00_上架填写表.md,E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ025_A1689,NEEDS_6_UNIQUE_MAIN_AND_4_UNIQUE_DETAIL,PENDING_ALIBABA_IMAGE_BANK,PENDING_IMAGE_URLS
25,BQ025,A1689,BQ025-O1,BQ025-O1 / A1689,OEM ODM and private-label development,OEM shoes; private label footwear; custom logo shoe factory,OEM ODM Private Label Breathable Knit Casual Walking Shoes Model A1689 Factory Supply for Brand Buyers,real photographed color 3,"clean studio background, distinct low three-quarter angle, one complete pair",E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ025_A1689\01_主图\03_fit.jpg,hero | differentiator | construction | use scene | color | order support,"verified product construction, sample discussion, logo/color/packing development scope",6,6,3,E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ025_A1689\00_上架填写表.md,E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ025_A1689,NEEDS_6_UNIQUE_MAIN_AND_4_UNIQUE_DETAIL,PENDING_ALIBABA_IMAGE_BANK,PENDING_IMAGE_URLS
26,BQ026,T5828,BQ026-W1,BQ026-W1 / T5828,Importer and wholesaler core sourcing,wholesale walking shoes; factory shoe supplier; bulk casual footwear,Wholesale Breathable Knit Casual Walking Shoes Model T5828 for Importers and Wholesalers,real photographed color 1,"clean white background, three-quarter front view, one complete pair",E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ026_T5828\01_主图\01_main.jpg,hero | differentiator | construction | use scene | color | order support,"product overview, verified construction, size/color range, wholesale ordering",6,6,5,E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ026_T5828\00_上架填写表.md,E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ026_T5828,NEEDS_6_UNIQUE_MAIN_AND_4_UNIQUE_DETAIL,PENDING_ALIBABA_IMAGE_BANK,PENDING_IMAGE_URLS
26,BQ026,T5828,BQ026-R1,BQ026-R1 / T5828,Casual Walking Collection,daily walking shoes; casual shoe collection; footwear for online sellers,Factory Direct Breathable Knit Casual Walking Shoes Model T5828 Casual Walking Collection for Online Sellers,real photographed color 2,"light neutral background, distinct side-profile composition, one complete pair",E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ026_T5828\01_主图\02_upper.jpg,hero | differentiator | construction | use scene | color | order support,"importers, wholesalers and online sellers, use scenario, visible comfort structure, color collection",6,6,5,E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ026_T5828\00_上架填写表.md,E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ026_T5828,NEEDS_6_UNIQUE_MAIN_AND_4_UNIQUE_DETAIL,PENDING_ALIBABA_IMAGE_BANK,PENDING_IMAGE_URLS
26,BQ026,T5828,BQ026-O1,BQ026-O1 / T5828,OEM ODM and private-label development,OEM shoes; private label footwear; custom logo shoe factory,OEM ODM Private Label Breathable Knit Casual Walking Shoes Model T5828 Factory Supply for Brand Buyers,real photographed color 3,"clean studio background, distinct low three-quarter angle, one complete pair",E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ026_T5828\01_主图\03_fit.jpg,hero | differentiator | construction | use scene | color | order support,"verified product construction, sample discussion, logo/color/packing development scope",6,6,5,E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ026_T5828\00_上架填写表.md,E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ026_T5828,NEEDS_6_UNIQUE_MAIN_AND_4_UNIQUE_DETAIL,PENDING_ALIBABA_IMAGE_BANK,PENDING_IMAGE_URLS
27,BQ027,K6116,BQ027-W1,BQ027-W1 / K6116,Importer and wholesaler core sourcing,wholesale walking shoes; factory shoe supplier; bulk casual footwear,Wholesale Breathable Knit Casual Walking Shoes Model K6116 for Importers and Wholesalers,real photographed color 1,"clean white background, three-quarter front view, one complete pair",E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ027_K6116\01_主图\01_main.jpg,hero | differentiator | construction | use scene | color | order support,"product overview, verified construction, size/color range, wholesale ordering",6,6,4,E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ027_K6116\00_上架填写表.md,E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ027_K6116,NEEDS_6_UNIQUE_MAIN_AND_4_UNIQUE_DETAIL,PENDING_ALIBABA_IMAGE_BANK,PENDING_IMAGE_URLS
27,BQ027,K6116,BQ027-R1,BQ027-R1 / K6116,Casual Walking Collection,daily walking shoes; casual shoe collection; footwear for online sellers,Factory Direct Breathable Knit Casual Walking Shoes Model K6116 Casual Walking Collection for Online Sellers,real photographed color 2,"light neutral background, distinct side-profile composition, one complete pair",E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ027_K6116\01_主图\02_upper.jpg,hero | differentiator | construction | use scene | color | order support,"importers, wholesalers and online sellers, use scenario, visible comfort structure, color collection",6,6,4,E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ027_K6116\00_上架填写表.md,E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ027_K6116,NEEDS_6_UNIQUE_MAIN_AND_4_UNIQUE_DETAIL,PENDING_ALIBABA_IMAGE_BANK,PENDING_IMAGE_URLS
27,BQ027,K6116,BQ027-O1,BQ027-O1 / K6116,OEM ODM and private-label development,OEM shoes; private label footwear; custom logo shoe factory,OEM ODM Private Label Breathable Knit Casual Walking Shoes Model K6116 Factory Supply for Brand Buyers,real photographed color 3,"clean studio background, distinct low three-quarter angle, one complete pair",E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ027_K6116\01_主图\03_fit.jpg,hero | differentiator | construction | use scene | color | order support,"verified product construction, sample discussion, logo/color/packing development scope",6,6,4,E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ027_K6116\00_上架填写表.md,E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ027_K6116,NEEDS_6_UNIQUE_MAIN_AND_4_UNIQUE_DETAIL,PENDING_ALIBABA_IMAGE_BANK,PENDING_IMAGE_URLS
28,BQ028,BISCUIT,BQ028-W1,BQ028-W1 / BISCUIT,Importer and wholesaler core sourcing,wholesale walking shoes; factory shoe supplier; bulk casual footwear,Wholesale Breathable Knit Casual Walking Shoes Model BISCUIT for Importers and Wholesalers,real photographed color 1,"clean white background, three-quarter front view, one complete pair",E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ028_BISCUIT\01_主图\01_main.jpg,hero | differentiator | construction | use scene | color | order support,"product overview, verified construction, size/color range, wholesale ordering",6,6,5,E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ028_BISCUIT\00_上架填写表.md,E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ028_BISCUIT,NEEDS_6_UNIQUE_MAIN_AND_4_UNIQUE_DETAIL,PENDING_ALIBABA_IMAGE_BANK,PENDING_IMAGE_URLS
28,BQ028,BISCUIT,BQ028-R1,BQ028-R1 / BISCUIT,Casual Walking Collection,daily walking shoes; casual shoe collection; footwear for online sellers,Factory Direct Breathable Knit Casual Walking Shoes Model BISCUIT Casual Walking Collection for Online Sellers,real photographed color 2,"light neutral background, distinct side-profile composition, one complete pair",E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ028_BISCUIT\01_主图\02_upper.jpg,hero | differentiator | construction | use scene | color | order support,"importers, wholesalers and online sellers, use scenario, visible comfort structure, color collection",6,6,5,E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ028_BISCUIT\00_上架填写表.md,E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ028_BISCUIT,NEEDS_6_UNIQUE_MAIN_AND_4_UNIQUE_DETAIL,PENDING_ALIBABA_IMAGE_BANK,PENDING_IMAGE_URLS
28,BQ028,BISCUIT,BQ028-O1,BQ028-O1 / BISCUIT,OEM ODM and private-label development,OEM shoes; private label footwear; custom logo shoe factory,OEM ODM Private Label Breathable Knit Casual Walking Shoes Model BISCUIT Factory Supply for Brand Buyers,real photographed color 3,"clean studio background, distinct low three-quarter angle, one complete pair",E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ028_BISCUIT\01_主图\03_fit.jpg,hero | differentiator | construction | use scene | color | order support,"verified product construction, sample discussion, logo/color/packing development scope",6,6,5,E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ028_BISCUIT\00_上架填写表.md,E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ028_BISCUIT,NEEDS_6_UNIQUE_MAIN_AND_4_UNIQUE_DETAIL,PENDING_ALIBABA_IMAGE_BANK,PENDING_IMAGE_URLS
29,BQ029,A025,BQ029-W1,BQ029-W1 / A025,Importer and wholesaler core sourcing,wholesale walking shoes; factory shoe supplier; bulk casual footwear,Wholesale Breathable Knit Casual Walking Shoes Model A025 for Importers and Wholesalers,Black White,"clean white background, three-quarter front view, one complete pair",E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ029_A025\01_主图\01_main.jpg,hero | differentiator | construction | use scene | color | order support,"product overview, verified construction, size/color range, wholesale ordering",6,6,2,E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ029_A025\00_上架填写表.md,E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ029_A025,NEEDS_6_UNIQUE_MAIN_AND_4_UNIQUE_DETAIL,PENDING_ALIBABA_IMAGE_BANK,PENDING_IMAGE_URLS
29,BQ029,A025,BQ029-R1,BQ029-R1 / A025,Casual Walking Collection,daily walking shoes; casual shoe collection; footwear for online sellers,Factory Direct Breathable Knit Casual Walking Shoes Model A025 Casual Walking Collection for Online Sellers,All Black,"light neutral background, distinct side-profile composition, one complete pair",E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ029_A025\01_主图\02_upper.jpg,hero | differentiator | construction | use scene | color | order support,"importers, wholesalers and online sellers, use scenario, visible comfort structure, color collection",6,6,2,E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ029_A025\00_上架填写表.md,E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ029_A025,NEEDS_6_UNIQUE_MAIN_AND_4_UNIQUE_DETAIL,PENDING_ALIBABA_IMAGE_BANK,PENDING_IMAGE_URLS
29,BQ029,A025,BQ029-O1,BQ029-O1 / A025,OEM ODM and private-label development,OEM shoes; private label footwear; custom logo shoe factory,OEM ODM Private Label Breathable Knit Casual Walking Shoes Model A025 Factory Supply for Brand Buyers,Black White,"clean studio background, distinct low three-quarter angle, one complete pair",E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ029_A025\01_主图\03_fit.jpg,hero | differentiator | construction | use scene | color | order support,"verified product construction, sample discussion, logo/color/packing development scope",6,6,2,E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ029_A025\00_上架填写表.md,E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ029_A025,NEEDS_6_UNIQUE_MAIN_AND_4_UNIQUE_DETAIL,PENDING_ALIBABA_IMAGE_BANK,PENDING_IMAGE_URLS
30,BQ030,A811,BQ030-W1,BQ030-W1 / A811,Importer and wholesaler core sourcing,wholesale walking shoes; factory shoe supplier; bulk casual footwear,Wholesale Breathable Knit Casual Walking Shoes Model A811 for Importers and Wholesalers,White Green,"clean white background, three-quarter front view, one complete pair",E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ030_A811\01_主图\01_main.jpg,hero | differentiator | construction | use scene | color | order support,"product overview, verified construction, size/color range, wholesale ordering",6,6,4,E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ030_A811\00_上架填写表.md,E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ030_A811,NEEDS_6_UNIQUE_MAIN_AND_4_UNIQUE_DETAIL,PENDING_ALIBABA_IMAGE_BANK,PENDING_IMAGE_URLS
30,BQ030,A811,BQ030-R1,BQ030-R1 / A811,Casual Walking Collection,daily walking shoes; casual shoe collection; footwear for online sellers,Factory Direct Breathable Knit Casual Walking Shoes Model A811 Casual Walking Collection for Online Sellers,White Grey,"light neutral background, distinct side-profile composition, one complete pair",E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ030_A811\01_主图\02_upper.jpg,hero | differentiator | construction | use scene | color | order support,"importers, wholesalers and online sellers, use scenario, visible comfort structure, color collection",6,6,4,E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ030_A811\00_上架填写表.md,E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ030_A811,NEEDS_6_UNIQUE_MAIN_AND_4_UNIQUE_DETAIL,PENDING_ALIBABA_IMAGE_BANK,PENDING_IMAGE_URLS
30,BQ030,A811,BQ030-O1,BQ030-O1 / A811,OEM ODM and private-label development,OEM shoes; private label footwear; custom logo shoe factory,OEM ODM Private Label Breathable Knit Casual Walking Shoes Model A811 Factory Supply for Brand Buyers,White Pink,"clean studio background, distinct low three-quarter angle, one complete pair",E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ030_A811\01_主图\03_fit.jpg,hero | differentiator | construction | use scene | color | order support,"verified product construction, sample discussion, logo/color/packing development scope",6,6,4,E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ030_A811\00_上架填写表.md,E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ030_A811,NEEDS_6_UNIQUE_MAIN_AND_4_UNIQUE_DETAIL,PENDING_ALIBABA_IMAGE_BANK,PENDING_IMAGE_URLS
31,BQ031,ZX2116,BQ031-W1,BQ031-W1 / ZX2116,Importer and wholesaler core sourcing,wholesale walking shoes; factory shoe supplier; bulk casual footwear,Wholesale Breathable Knit Casual Walking Shoes Model ZX2116 for Importers and Wholesalers,All Black,"clean white background, three-quarter front view, one complete pair",E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ031_ZX2116\01_主图\01_main_grey.jpg,hero | differentiator | construction | use scene | color | order support,"product overview, verified construction, size/color range, wholesale ordering",6,1,5,E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ031_ZX2116\00_上架填写表.md,E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ031_ZX2116,NEEDS_6_UNIQUE_MAIN_AND_4_UNIQUE_DETAIL,PENDING_ALIBABA_IMAGE_BANK,PENDING_IMAGE_URLS
31,BQ031,ZX2116,BQ031-R1,BQ031-R1 / ZX2116,Casual Walking Collection,daily walking shoes; casual shoe collection; footwear for online sellers,Factory Direct Breathable Knit Casual Walking Shoes Model ZX2116 Casual Walking Collection for Online Sellers,Black White,"light neutral background, distinct side-profile composition, one complete pair",E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ031_ZX2116\01_主图\02_outsole_proof.jpg,hero | differentiator | construction | use scene | color | order support,"importers, wholesalers and online sellers, use scenario, visible comfort structure, color collection",6,1,5,E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ031_ZX2116\00_上架填写表.md,E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ031_ZX2116,NEEDS_6_UNIQUE_MAIN_AND_4_UNIQUE_DETAIL,PENDING_ALIBABA_IMAGE_BANK,PENDING_IMAGE_URLS
31,BQ031,ZX2116,BQ031-O1,BQ031-O1 / ZX2116,OEM ODM and private-label development,OEM shoes; private label footwear; custom logo shoe factory,OEM ODM Private Label Breathable Knit Casual Walking Shoes Model ZX2116 Factory Supply for Brand Buyers,Grey White,"clean studio background, distinct low three-quarter angle, one complete pair",E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ031_ZX2116\01_主图\03_color_overview.jpg,hero | differentiator | construction | use scene | color | order support,"verified product construction, sample discussion, logo/color/packing development scope",6,1,5,E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ031_ZX2116\00_上架填写表.md,E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ031_ZX2116,NEEDS_6_UNIQUE_MAIN_AND_4_UNIQUE_DETAIL,PENDING_ALIBABA_IMAGE_BANK,PENDING_IMAGE_URLS
32,BQ032,ZX2212,BQ032-W1,BQ032-W1 / ZX2212,Importer and wholesaler core sourcing,wholesale walking shoes; factory shoe supplier; bulk casual footwear,Wholesale Regular Fit Knit Lace-Up Casual Walking Shoes ZX2212 Large Size EU 38-47 for Importers and Wholesalers,Apricot,"clean white background, three-quarter front view, one complete pair",E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ032_ZX2212\01_主图\01_main.jpg,hero | differentiator | construction | use scene | color | order support,"product overview, verified construction, size/color range, wholesale ordering",12,6,6,E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ032_ZX2212\00_上架填写表.md,E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ032_ZX2212,NEEDS_6_UNIQUE_MAIN_AND_4_UNIQUE_DETAIL,PENDING_ALIBABA_IMAGE_BANK,PENDING_IMAGE_URLS
32,BQ032,ZX2212,BQ032-R1,BQ032-R1 / ZX2212,Daily Walking Collection,daily walking shoes; casual shoe collection; footwear for online sellers,Factory Direct Regular Fit Knit Lace-Up Casual Walking Shoes ZX2212 Daily Walking Collection for Online Sellers,Blue,"light neutral background, distinct side-profile composition, one complete pair",E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ032_ZX2212\01_主图\01_main_clean.jpg,hero | differentiator | construction | use scene | color | order support,"walking, commuting and casual footwear buyers, use scenario, visible comfort structure, color collection",12,6,6,E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ032_ZX2212\00_上架填写表.md,E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ032_ZX2212,NEEDS_6_UNIQUE_MAIN_AND_4_UNIQUE_DETAIL,PENDING_ALIBABA_IMAGE_BANK,PENDING_IMAGE_URLS
32,BQ032,ZX2212,BQ032-O1,BQ032-O1 / ZX2212,OEM ODM and private-label development,OEM shoes; private label footwear; custom logo shoe factory,OEM ODM Private Label Regular Fit Knit Lace-Up Casual Walking Shoes ZX2212 Large Factory Supply for Brand Buyers,White,"clean studio background, distinct low three-quarter angle, one complete pair",E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ032_ZX2212\01_主图\02_upper.jpg,hero | differentiator | construction | use scene | color | order support,"verified product construction, sample discussion, logo/color/packing development scope",12,6,6,E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ032_ZX2212\00_上架填写表.md,E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ032_ZX2212,NEEDS_6_UNIQUE_MAIN_AND_4_UNIQUE_DETAIL,PENDING_ALIBABA_IMAGE_BANK,PENDING_IMAGE_URLS
33,BQ033,T5503,BQ033-W1,BQ033-W1 / T5503,Importer and wholesaler core sourcing,wholesale walking shoes; factory shoe supplier; bulk casual footwear,Wholesale Breathable Knit Lace-Up Casual Walking Shoes Lightweight Summer Sneakers for Importers and Wholesalers,Black,"clean white background, three-quarter front view, one complete pair",E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ033_T5503\01_主图\01_main.jpg,hero | differentiator | construction | use scene | color | order support,"product overview, verified construction, size/color range, wholesale ordering",6,6,4,E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ033_T5503\00_上架填写表.md,E:\贝强大文件\01_产品资产\02_可发布素材\00_最终上传\BQ033_T5503,NEEDS_6_UNIQUE_MAIN_AND_4_UNIQUE_DETAIL,PENDING_ALIBABA_IMAGE_BANK,PENDING_IMAGE_URLS
